ven_lati,ven_long,ven_vlrven
'-3.7291','-38.54758','R$ 41.80'
'-3.741282','-38.534128','R$ 56.80'
'-3.742328','-38.567011','R$ 29.89'
'-3.721958','-38.546122','R$ 91.40'
'-3.733342','-38.546771','R$ 26.89'
'-3.736952','-38.558','R$ 28.79'
'-3.724036','-38.549883','R$ 26.89'
'-3.746735','-38.540449','R$ 45.80'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.723042','-38.56206','R$ 60.70'
'-3.734848','-38.553266','R$ 31.79'
'-3.751776','-38.528959','R$ 42.80'
'-3.73928','-38.562287','R$ 74.30'
'-3.726274','-38.534102','R$ 102.60'
'-3.746735','-38.540449','R$ 65.70'
'-3.724036','-38.549883','R$ 39.80'
'-3.735879','-38.558603','R$ 34.89'
'-3.727807','-38.553324','R$ 38.80'
'-3.731911','-38.576533','R$ 34.79'
'-3.7544725','-38.5317294','R$ 155.20'
'-3.733386','-38.562832','R$ 129.50'
'-3.753575','-38.546542','R$ 56.70'
'-3.733411','-38.55941','R$ 29.89'
'-3.741186','-38.555902','R$ 66.70'
'-3.746735','-38.540449','R$ 92.10'
'-3.726859','-38.555796','R$ 29.89'
'-3.736952','-38.558','R$ 28.79'
'-3.751776','-38.528959','R$ 138.40'
'-3.738378','-38.542684','R$ 29.89'
'-3.731858','-38.55631','R$ 26.89'
'-3.7248784','-38.5651794','R$ 26.40'
'-3.756559','-38.550007','R$ 30.89'
'-3.730563','-38.547759','R$ 40.90'
'-3.735879','-38.558603','R$ 66.10'
'-3.7358785','-38.558603','R$ 75.00'
'-3.725268','-38.563239','R$ 68.70'
'-3.730348','-38.56373','R$ 40.90'
'-3.728131','-38.561952','R$ 32.39'
'-3.738111','-38.527923','R$ 51.80'
'-3.752341','-38.584574','R$ 56.30'
'-3.751776','-38.528959','R$ 47.70'
'-3.726859','-38.555796','R$ 29.89'
'-3.74925','-38.547696','R$ 40.90'
'-3.741186','-38.555902','R$ 32.89'
'-3.7593379','-38.5699236','R$ 64.70'
'-3.734925','-38.561976','R$ 47.90'
'-3.724213','-38.567248','R$ 26.89'
'-3.736952','-38.558','R$ 28.79'
'-3.734217','-38.537818','R$ 34.69'
'-3.725319','-38.553133','R$ 36.80'
'-3.725806','-38.533971','R$ 28.79'
'-3.7248784','-38.5651794','R$ 26.40'
'-3.751776','-38.528959','R$ 42.80'
'-3.731217','-38.570819','R$ 49.90'
'-3.735879','-38.558603','R$ 51.60'
'-3.731911','-38.576533','R$ 29.79'
'-3.749126','-38.531213','R$ 131.40'
'-3.723042','-38.56206','R$ 65.70'
'-3.742845','-38.530627','R$ 61.60'
'-3.7593379','-38.5699236','R$ 88.40'
'-3.736952','-38.558','R$ 28.79'
'-3.725268','-38.563239','R$ 54.80'
'-3.736811','-38.57976','R$ 29.89'
'-3.725806','-38.533971','R$ 28.79'
'-3.731911','-38.576533','R$ 34.79'
'-3.738378','-38.542684','R$ 20.89'
'-3.74925','-38.547696','R$ 40.90'
'-3.726274','-38.534102','R$ 77.30'
'-3.724036','-38.549883','R$ 55.80'
'-3.742328','-38.567011','R$ 28.79'
'-3.742845','-38.530627','R$ 31.79'
'-3.741186','-38.555902','R$ 48.90'
'-3.7248784','-38.5651794','R$ 25.80'
'-3.733627','-38.538545','R$ 47.80'
'-3.736952','-38.558','R$ 28.79'
'-3.7544725','-38.5317294','R$ 155.20'
'-3.751776','-38.528959','R$ 138.50'
'-3.736952','-38.558','R$ 28.79'
'-3.746735','-38.540449','R$ 35.80'
'-3.7358785','-38.558603','R$ 73.60'
'-3.723875','-38.567249','R$ 29.89'
'-3.731858','-38.55631','R$ 26.89'
'-3.731217','-38.570819','R$ 49.90'
'-3.731911','-38.576533','R$ 34.79'
'-3.739227','-38.562354','R$ 86.70'
'-3.725806','-38.533971','R$ 28.79'
'-3.742845','-38.530627','R$ 31.79'
'-3.731217','-38.570819','R$ 51.90'
'-3.723894','-38.549495','R$ 38.90'
'-3.727807','-38.553324','R$ 44.70'
'-3.731911','-38.576533','R$ 34.79'
'-3.735554','-38.563024','R$ 113.40'
'-3.735753','-38.558441','R$ 55.80'
'-3.736952','-38.558','R$ 28.79'
'-3.725268','-38.563239','R$ 55.80'
'-3.738111','-38.527923','R$ 57.70'
'-3.731858','-38.55631','R$ 77.70'
'-3.736204','-38.558439','R$ 26.89'
'-3.725319','-38.553133','R$ 57.80'
'-3.7291','-38.54758','R$ 28.89'
'-3.729708','-38.55422','R$ 29.89'
'-3.72842','-38.562057','R$ 26.89'
'-3.738111','-38.527923','R$ 57.70'
'-3.728131','-38.561952','R$ 51.80'
'-3.725806','-38.533971','R$ 28.79'
'-3.731911','-38.576533','R$ 34.79'
'-3.735753','-38.558441','R$ 40.90'
'-3.751776','-38.528959','R$ 42.80'
'-3.739227','-38.562354','R$ 57.80'
'-3.739581','-38.56516','R$ 91.60'
'-3.72855','-38.5621099','R$ 26.90'
'-3.730348','-38.56373','R$ 38.80'
'-3.746735','-38.540449','R$ 45.80'
'-3.731911','-38.576533','R$ 34.79'
'-3.758777','-38.545509','R$ 50.70'
'-3.731217','-38.570819','R$ 51.90'
'-3.726859','-38.555796','R$ 35.79'
'-3.724036','-38.549883','R$ 32.79'
'-3.742354','-38.536059','R$ 30.89'
'-3.752341','-38.584574','R$ 29.89'
'-3.751776','-38.528959','R$ 42.80'
'-3.7544725','-38.5317294','R$ 146.30'
'-3.7287644','-38.5538856','R$ 47.80'
'-3.736952','-38.558','R$ 28.79'
'-3.743927','-38.541977','R$ 104.70'
'-3.735879','-38.558603','R$ 36.30'
'-3.733627','-38.538545','R$ 54.20'
'-3.7358785','-38.558603','R$ 77.60'
'-3.742845','-38.530627','R$ 41.20'
'-3.742354','-38.536059','R$ 46.80'
'-3.723042','-38.56206','R$ 74.60'
'-3.735753','-38.558441','R$ 41.80'
'-3.7248784','-38.5651794','R$ 35.90'
'-3.741186','-38.555902','R$ 50.80'
'-3.738109','-38.555819','R$ 30.89'
'-3.756559','-38.550007','R$ 30.89'
'-3.736811','-38.57976','R$ 29.89'
'-3.732243','-38.553508','R$ 44.90'
'-3.736204','-38.558439','R$ 38.20'
'-3.742845','-38.530627','R$ 31.79'
'-3.730348','-38.56373','R$ 29.89'
'-3.738111','-38.527923','R$ 57.70'
'-3.734217','-38.537818','R$ 42.90'
'-3.736952','-38.558','R$ 28.79'
'-3.751776','-38.528959','R$ 42.80'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.731858','-38.55631','R$ 26.89'
'-3.735753','-38.558441','R$ 55.80'
'-3.724036','-38.549883','R$ 26.89'
'-3.7485387','-38.5579467','R$ 25.40'
'-3.723042','-38.56206','R$ 65.70'
'-3.726859','-38.555796','R$ 35.79'
'-3.723894','-38.549495','R$ 38.90'
'-3.7248784','-38.5651794','R$ 35.90'
'-3.741186','-38.555902','R$ 35.79'
'-3.73928','-38.562287','R$ 117.80'
'-3.7291','-38.54758','R$ 41.80'
'-3.7372071','-38.5646864','R$ 61.70'
'-3.725806','-38.533971','R$ 28.79'
'-3.723894','-38.549495','R$ 39.80'
'-3.751776','-38.528959','R$ 42.80'
'-3.731217','-38.570819','R$ 55.90'
'-3.735753','-38.558441','R$ 40.90'
'-3.74925','-38.547696','R$ 40.90'
'-3.741186','-38.555902','R$ 48.70'
'-3.7544725','-38.5317294','R$ 152.30'
'-3.7485387','-38.5579467','R$ 29.30'
'-3.723875','-38.567249','R$ 29.89'
'-3.737547','-38.565726','R$ 89.50'
'-3.727807','-38.553324','R$ 44.70'
'-3.756559','-38.550007','R$ 30.89'
'-3.746735','-38.540449','R$ 26.89'
'-3.724036','-38.549883','R$ 55.80'
'-3.7291','-38.54758','R$ 78.50'
'-3.738111','-38.527923','R$ 109.10'
'-3.735753','-38.558441','R$ 42.90'
'-3.731217','-38.570819','R$ 49.90'
'-3.748948','-38.548706','R$ 40.90'
'-3.743927','-38.541977','R$ 89.70'
'-3.736811','-38.57976','R$ 29.89'
'-3.756931','-38.563015','R$ 105.30'
'-3.733386','-38.562832','R$ 28.79'
'-3.746419','-38.558814','R$ 40.90'
'-3.735879','-38.558603','R$ 46.30'
'-3.753575','-38.546542','R$ 28.79'
'-3.736187','-38.545863','R$ 28.89'
'-3.748972','-38.562417','R$ 46.20'
'-3.7485387','-38.5579467','R$ 25.90'
'-3.731911','-38.576533','R$ 93.50'
'-3.738378','-38.542684','R$ 29.89'
'-3.7485387','-38.5579467','R$ 25.40'
'-3.756931','-38.563015','R$ 57.70'
'-3.738111','-38.527923','R$ 57.70'
'-3.7372071','-38.5646864','R$ 36.89'
'-3.741282','-38.534128','R$ 48.90'
'-3.730348','-38.56373','R$ 55.60'
'-3.731217','-38.570819','R$ 49.90'
'-3.735753','-38.558441','R$ 40.90'
'-3.732243','-38.553508','R$ 45.50'
'-3.736952','-38.558','R$ 28.79'
'-3.756559','-38.550007','R$ 30.89'
'-3.725319','-38.553133','R$ 57.80'
'-3.72855','-38.5621099','R$ 26.90'
'-3.736811','-38.57976','R$ 29.89'
'-3.7358785','-38.558603','R$ 77.60'
'-3.725806','-38.533971','R$ 28.79'
'-3.723042','-38.56206','R$ 73.60'
'-3.733342','-38.546771','R$ 26.89'
'-3.751776','-38.528959','R$ 42.80'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.729097','-38.5475973','R$ 34.80'
'-3.741282','-38.534128','R$ 94.70'
'-3.74925','-38.547696','R$ 40.90'
'-3.7485387','-38.5579467','R$ 30.40'
'-3.725319','-38.553133','R$ 29.89'
'-3.726667','-38.567923','R$ 55.60'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.73928','-38.562287','R$ 115.80'
'-3.726274','-38.534102','R$ 102.60'
'-3.736187','-38.545863','R$ 28.89'
'-3.7287644','-38.5538856','R$ 47.80'
'-3.733627','-38.538545','R$ 44.20'
'-3.758777','-38.545509','R$ 50.70'
'-3.751776','-38.528959','R$ 238.00'
'-3.738111','-38.527923','R$ 57.70'
'-3.731911','-38.576533','R$ 36.80'
'-3.731217','-38.570819','R$ 49.90'
'-3.733386','-38.562832','R$ 103.60'
'-3.746735','-38.540449','R$ 88.60'
'-3.731858','-38.55631','R$ 26.89'
'-3.723894','-38.549495','R$ 40.90'
'-3.731911','-38.576533','R$ 34.79'
'-3.726859','-38.555796','R$ 29.89'
'-3.738378','-38.542684','R$ 29.89'
'-3.736187','-38.545863','R$ 37.80'
'-3.746735','-38.540449','R$ 65.70'
'-3.742354','-38.536059','R$ 60.70'
'-3.753745','-38.559974','R$ 102.60'
'-3.748972','-38.562417','R$ 45.90'
'-3.74925','-38.547696','R$ 40.90'
'-3.744743','-38.55823','R$ 48.60'
'-3.736952','-38.558','R$ 28.79'
'-3.726667','-38.567923','R$ 55.60'
'-3.746735','-38.540449','R$ 27.79'
'-3.724036','-38.549883','R$ 26.89'
'-3.736204','-38.558439','R$ 61.70'
'-3.751776','-38.528959','R$ 106.60'
'-3.742354','-38.536059','R$ 26.89'
'-3.736204','-38.558439','R$ 50.70'
'-3.73928','-38.562287','R$ 58.90'
'-3.736952','-38.558','R$ 28.79'
'-3.746735','-38.540449','R$ 45.80'
'-3.739227','-38.562354','R$ 36.80'
'-3.725319','-38.553133','R$ 29.89'
'-3.7358785','-38.558603','R$ 73.60'
'-3.7495669','-38.5512651','R$ 58.30'
'-3.726667','-38.567923','R$ 71.40'
'-3.723042','-38.56206','R$ 73.60'
'-3.731911','-38.576533','R$ 34.79'
'-3.730563','-38.547759','R$ 76.60'
'-3.723705','-38.541582','R$ 45.30'
'-3.734925','-38.561976','R$ 47.90'
'-3.756559','-38.550007','R$ 30.89'
'-3.725806','-38.533971','R$ 28.79'
'-3.723042','-38.56206','R$ 35.80'
'-3.736952','-38.558','R$ 28.79'
'-3.746735','-38.540449','R$ 44.90'
'-3.767178','-38.535888','R$ 35.80'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.731911','-38.576533','R$ 26.89'
'-3.746735','-38.540449','R$ 45.80'
'-3.73928','-38.562287','R$ 133.20'
'-3.746419','-38.558814','R$ 94.80'
'-3.736952','-38.558','R$ 28.79'
'-3.756559','-38.550007','R$ 57.80'
'-3.751776','-38.528959','R$ 42.80'
'-3.736811','-38.57976','R$ 57.80'
'-3.738109','-38.555819','R$ 30.89'
'-3.735753','-38.558441','R$ 79.70'
'-3.726859','-38.555796','R$ 36.80'
'-3.723875','-38.567249','R$ 35.89'
'-3.723875','-38.567249','R$ 35.89'
'-3.753575','-38.546542','R$ 76.50'
'-3.739554','-38.556839','R$ 28.79'
'-3.736187','-38.545863','R$ 58.30'
'-3.731858','-38.55631','R$ 51.80'
'-3.733627','-38.538545','R$ 56.20'
'-3.735753','-38.558441','R$ 40.90'
'-3.731217','-38.570819','R$ 41.40'
'-3.736952','-38.558','R$ 28.79'
'-3.751776','-38.528959','R$ 42.80'
'-3.724036','-38.549883','R$ 65.70'
'-3.744743','-38.55823','R$ 34.79'
'-3.746735','-38.540449','R$ 45.79'
'-3.733386','-38.562832','R$ 62.70'
'-3.72855','-38.5621099','R$ 26.90'
'-3.736811','-38.57976','R$ 29.89'
'-3.742845','-38.530627','R$ 31.79'
'-3.736204','-38.558439','R$ 46.70'
'-3.735753','-38.558441','R$ 40.90'
'-3.74925','-38.547696','R$ 20.89'
'-3.738378','-38.542684','R$ 29.89'
'-3.736952','-38.558','R$ 28.79'
'-3.738111','-38.527923','R$ 26.89'
'-3.741282','-38.534128','R$ 69.40'
'-3.743927','-38.541977','R$ 110.20'
'-3.734925','-38.561976','R$ 47.90'
'-3.7358785','-38.558603','R$ 77.60'
'-3.7291','-38.54758','R$ 41.80'
'-3.7372071','-38.5646864','R$ 45.70'
'-3.725806','-38.533971','R$ 35.70'
'-3.721288','-38.529452','R$ 79.60'
'-3.72855','-38.5621099','R$ 26.90'
'-3.746735','-38.540449','R$ 45.80'
'-3.735554','-38.563024','R$ 37.79'
'-3.723042','-38.56206','R$ 65.70'
'-3.738111','-38.527923','R$ 51.80'
'-3.735753','-38.558441','R$ 42.90'
'-3.741684','-38.546949','R$ 26.89'
'-3.73928','-38.562287','R$ 130.70'
'-3.733386','-38.562832','R$ 51.80'
'-3.746419','-38.558814','R$ 53.70'
'-3.72855','-38.5621099','R$ 26.90'
'-3.746735','-38.540449','R$ 45.80'
'-3.729708','-38.55422','R$ 69.60'
'-3.731217','-38.570819','R$ 49.90'
'-3.736952','-38.558','R$ 28.79'
'-3.726274','-38.534102','R$ 102.60'
'-3.758777','-38.545509','R$ 46.70'
'-3.736811','-38.57976','R$ 29.89'
'-3.736204','-38.558439','R$ 28.89'
'-3.735753','-38.558441','R$ 42.90'
'-3.726859','-38.555796','R$ 35.79'
'-3.728466','-38.549139','R$ 47.40'
'-3.72855','-38.5621099','R$ 26.90'
'-3.723042','-38.56206','R$ 66.70'
'-3.723894','-38.549495','R$ 40.90'
'-3.738109','-38.555819','R$ 39.80'
'-3.738111','-38.527923','R$ 51.80'
'-3.758777','-38.545509','R$ 50.70'
'-3.746419','-38.558814','R$ 46.70'
'-3.739227','-38.562354','R$ 36.80'
'-3.723336','-38.5641','R$ 68.70'
'-3.734217','-38.537818','R$ 26.89'
'-3.731217','-38.570819','R$ 49.40'
'-3.737547','-38.565726','R$ 60.60'
'-3.756559','-38.550007','R$ 90.70'
'-3.723042','-38.56206','R$ 65.70'
'-3.7358785','-38.558603','R$ 74.60'
'-3.748948','-38.548706','R$ 40.90'
'-3.731217','-38.570819','R$ 43.40'
'-3.738111','-38.527923','R$ 51.80'
'-3.736952','-38.558','R$ 28.79'
'-3.742845','-38.530627','R$ 28.89'
'-3.733386','-38.562832','R$ 53.80'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.725806','-38.533971','R$ 30.69'
'-3.726859','-38.555796','R$ 29.89'
'-3.7291','-38.54758','R$ 28.89'
'-3.741186','-38.555902','R$ 48.90'
'-3.731858','-38.55631','R$ 26.89'
'-3.725319','-38.553133','R$ 21.89'
'-3.727807','-38.553324','R$ 38.80'
'-3.72855','-38.5621099','R$ 26.90'
'-3.738111','-38.527923','R$ 34.79'
'-3.735753','-38.558441','R$ 36.80'
'-3.756559','-38.550007','R$ 55.80'
'-3.767178','-38.535888','R$ 35.80'
'-3.725806','-38.533971','R$ 28.79'
'-3.730348','-38.56373','R$ 44.70'
'-3.723042','-38.56206','R$ 82.70'
'-3.723894','-38.549495','R$ 30.89'
'-3.738378','-38.542684','R$ 29.89'
'-3.741282','-38.534128','R$ 48.90'
'-3.736952','-38.558','R$ 28.79'
'-3.736811','-38.57976','R$ 29.89'
'-3.731145','-38.550659','R$ 67.80'
'-3.751776','-38.528959','R$ 42.80'
'-3.723875','-38.567249','R$ 57.80'
'-3.731217','-38.570819','R$ 49.90'
'-3.746735','-38.540449','R$ 42.80'
'-3.721958','-38.546122','R$ 47.70'
'-3.738111','-38.527923','R$ 26.89'
'-3.724036','-38.549883','R$ 55.80'
'-3.7544725','-38.5317294','R$ 129.40'
'-3.758777','-38.545509','R$ 50.70'
'-3.731911','-38.576533','R$ 34.79'
'-3.748948','-38.548706','R$ 40.90'
'-3.736952','-38.558','R$ 28.79'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.742354','-38.536059','R$ 45.80'
'-3.733342','-38.546771','R$ 26.89'
'-3.726859','-38.555796','R$ 29.89'
'-3.738378','-38.542684','R$ 29.89'
'-3.73928','-38.562287','R$ 58.90'
'-3.733386','-38.562832','R$ 26.89'
'-3.723894','-38.549495','R$ 38.90'
'-3.725806','-38.533971','R$ 28.79'
'-3.74925','-38.547696','R$ 46.90'
'-3.738109','-38.555819','R$ 39.80'
'-3.742845','-38.530627','R$ 35.80'
'-3.756559','-38.550007','R$ 90.70'
'-3.736952','-38.558','R$ 28.79'
'-3.733342','-38.546771','R$ 26.89'
'-3.734848','-38.553266','R$ 38.70'
'-3.739644','-38.52242','R$ 48.80'
'-3.736204','-38.558439','R$ 40.20'
'-3.758777','-38.545509','R$ 46.70'
'-3.726859','-38.555796','R$ 29.89'
'-3.756559','-38.550007','R$ 61.30'
'-3.72855','-38.5621099','R$ 26.90'
'-3.744743','-38.55823','R$ 46.90'
'-3.751776','-38.528959','R$ 42.80'
'-3.7372071','-38.5646864','R$ 31.80'
'-3.724213','-38.567248','R$ 26.89'
'-3.735753','-38.558441','R$ 42.90'
'-3.74925','-38.547696','R$ 40.90'
'-3.733342','-38.546771','R$ 26.89'
'-3.736885','-38.557982','R$ 28.79'
'-3.731145','-38.550659','R$ 63.80'
'-3.7593379','-38.5699236','R$ 64.70'
'-3.753575','-38.546542','R$ 21.89'
'-3.735753','-38.558441','R$ 30.89'
'-3.74925','-38.547696','R$ 40.90'
'-3.723705','-38.541582','R$ 45.40'
'-3.733342','-38.546771','R$ 26.89'
'-3.726274','-38.534102','R$ 56.80'
'-3.746735','-38.540449','R$ 26.89'
'-3.729708','-38.55422','R$ 97.40'
'-3.7485387','-38.5579467','R$ 29.40'
'-3.736952','-38.558','R$ 28.79'
'-3.741162','-38.534123','R$ 58.90'
'-3.724036','-38.549883','R$ 26.89'
'-3.735753','-38.558441','R$ 73.60'
'-3.742845','-38.530627','R$ 31.79'
'-3.731911','-38.576533','R$ 34.79'
'-3.746735','-38.540449','R$ 26.89'
'-3.738109','-38.555819','R$ 30.89'
'-3.756559','-38.550007','R$ 54.20'
'-3.743927','-38.541977','R$ 66.80'
'-3.753575','-38.546542','R$ 28.79'
'-3.727807','-38.553324','R$ 48.70'
'-3.7358785','-38.558603','R$ 69.60'
'-3.738111','-38.527923','R$ 32.79'
'-3.726667','-38.567923','R$ 73.60'
'-3.725825','-38.548942','R$ 57.80'
'-3.738111','-38.527923','R$ 57.70'
'-3.731145','-38.550659','R$ 45.90'
'-3.735307','-38.553164','R$ 102.40'
'-3.736952','-38.558','R$ 28.79'
'-3.738111','-38.527923','R$ 26.89'
'-3.724036','-38.549883','R$ 59.80'
'-3.736811','-38.57976','R$ 57.80'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.751776','-38.528959','R$ 42.80'
'-3.733627','-38.538545','R$ 56.20'
'-3.726667','-38.567923','R$ 36.80'
'-3.739993','-38.554501','R$ 20.89'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.738111','-38.527923','R$ 51.80'
'-3.726667','-38.567923','R$ 73.60'
'-3.7593379','-38.5699236','R$ 64.70'
'-3.730563','-38.547759','R$ 106.50'
'-3.724036','-38.549883','R$ 55.80'
'-3.731217','-38.570819','R$ 49.90'
'-3.733342','-38.546771','R$ 26.89'
'-3.735753','-38.558441','R$ 71.80'
'-3.736952','-38.558','R$ 28.79'
'-3.756559','-38.550007','R$ 34.29'
'-3.734217','-38.537818','R$ 47.40'
'-3.749126','-38.531213','R$ 77.70'
'-3.73928','-38.562287','R$ 61.40'
'-3.731217','-38.570819','R$ 51.90'
'-3.725319','-38.553133','R$ 33.59'
'-3.733411','-38.55941','R$ 32.39'
'-3.723042','-38.56206','R$ 51.80'
'-3.722233','-38.523542','R$ 48.80'
'-3.756559','-38.550007','R$ 48.30'
'-3.741162','-38.534123','R$ 61.40'
'-3.7291','-38.54758','R$ 37.80'
'-3.735753','-38.558441','R$ 42.90'
'-3.729708','-38.55422','R$ 49.70'
'-3.733386','-38.562832','R$ 53.80'
'-3.73928','-38.562287','R$ 129.20'
'-3.756559','-38.550007','R$ 0.00'
'-3.734217','-38.537818','R$ 45.80'
'-3.736952','-38.558','R$ 28.79'
'-3.736204','-38.558439','R$ 78.60'
'-3.724036','-38.549883','R$ 30.89'
'-3.731911','-38.576533','R$ 26.89'
'-3.746735','-38.540449','R$ 27.89'
'-3.7544725','-38.5317294','R$ 125.40'
'-3.758777','-38.545509','R$ 36.80'
'-3.746735','-38.540449','R$ 65.70'
'-3.756559','-38.550007','R$ 52.40'
'-3.734848','-38.553266','R$ 26.89'
'-3.735879','-38.558603','R$ 48.80'
'-3.731911','-38.576533','R$ 36.80'
'-3.756559','-38.550007','R$ 37.80'
'-3.726859','-38.555796','R$ 35.79'
'-3.733627','-38.538545','R$ 56.20'
'-3.736204','-38.558439','R$ 41.80'
'-3.728131','-38.561952','R$ 26.89'
'-3.735753','-38.558441','R$ 33.79'
'-3.742845','-38.530627','R$ 38.70'
'-3.741162','-38.534123','R$ 95.20'
'-3.731217','-38.570819','R$ 49.90'
'-3.722233','-38.523542','R$ 48.80'
'-3.723042','-38.56206','R$ 51.80'
'-3.743927','-38.541977','R$ 55.80'
'-3.734217','-38.537818','R$ 41.40'
'-3.733411','-38.55941','R$ 32.39'
'-3.7358785','-38.558603','R$ 58.70'
'-3.735753','-38.558441','R$ 42.90'
'-3.739227','-38.562354','R$ 159.20'
'-3.731217','-38.570819','R$ 43.90'
'-3.736204','-38.558439','R$ 35.80'
'-3.725319','-38.553133','R$ 33.59'
'-3.74925','-38.547696','R$ 40.90'
'-3.751776','-38.528959','R$ 42.80'
'-3.734848','-38.553266','R$ 26.89'
'-3.735753','-38.558441','R$ 42.90'
'-3.74925','-38.547696','R$ 40.90'
'-3.73928','-38.562287','R$ 149.50'
'-3.730563','-38.547759','R$ 54.69'
'-3.742845','-38.530627','R$ 34.29'
'-3.736204','-38.558439','R$ 28.89'
'-3.729708','-38.55422','R$ 49.70'
'-3.7544725','-38.5317294','R$ 99.60'
'-3.716881','-38.556402','R$ 56.80'
'-3.756559','-38.550007','R$ 51.80'
'-3.731145','-38.550659','R$ 83.70'
'-3.74925','-38.547696','R$ 46.90'
'-3.723894','-38.549495','R$ 38.90'
'-3.739283','-38.562342','R$ 87.50'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.751776','-38.528959','R$ 42.80'
'-3.735753','-38.558441','R$ 42.90'
'-3.723705','-38.541582','R$ 45.40'
'-3.734848','-38.553266','R$ 31.79'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.7593379','-38.5699236','R$ 76.70'
'-3.739283','-38.562342','R$ 46.70'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.758777','-38.545509','R$ 36.80'
'-3.723705','-38.541582','R$ 45.40'
'-3.729708','-38.55422','R$ 73.60'
'-3.731858','-38.55631','R$ 26.89'
'-3.7485387','-38.5579467','R$ 30.30'
'-3.756559','-38.550007','R$ 107.00'
'-3.7358785','-38.558603','R$ 63.90'
'-3.756931','-38.563015','R$ 90.10'
'-3.741162','-38.534123','R$ 95.20'
'-3.731911','-38.576533','R$ 29.79'
'-3.7291','-38.54758','R$ 28.89'
'-3.735753','-38.558441','R$ 36.80'
'-3.74925','-38.547696','R$ 57.80'
'-3.724213','-38.567248','R$ 26.89'
'-3.722233','-38.523542','R$ 73.70'
'-3.731911','-38.576533','R$ 36.80'
'-3.741186','-38.555902','R$ 48.90'
'-3.734925','-38.561976','R$ 78.80'
'-3.72855','-38.5621099','R$ 26.90'
'-3.736187','-38.545863','R$ 37.80'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.7544725','-38.5317294','R$ 123.30'
'-3.751776','-38.528959','R$ 42.80'
'-3.731217','-38.570819','R$ 76.80'
'-3.728131','-38.561952','R$ 32.39'
'-3.735879','-38.558603','R$ 41.80'
'-3.756559','-38.550007','R$ 44.20'
'-3.727807','-38.553324','R$ 52.60'
'-3.746735','-38.540449','R$ 30.89'
'-3.7485387','-38.5579467','R$ 33.80'
'-3.723042','-38.56206','R$ 65.70'
'-3.735879','-38.558603','R$ 72.80'
'-3.724317','-38.548511','R$ 45.80'
'-3.72855','-38.5621099','R$ 40.90'
'-3.751776','-38.528959','R$ 47.70'
'-3.7593379','-38.5699236','R$ 76.70'
'-3.731911','-38.576533','R$ 34.79'
'-3.7372071','-38.5646864','R$ 40.90'
'-3.7593379','-38.5699236','R$ 94.40'
'-3.741186','-38.555902','R$ 42.80'
'-3.723042','-38.56206','R$ 26.89'
'-3.723894','-38.549495','R$ 38.90'
'-3.756559','-38.550007','R$ 30.89'
'-3.734217','-38.537818','R$ 59.40'
'-3.7485387','-38.5579467','R$ 33.80'
'-3.7358785','-38.558603','R$ 57.40'
'-3.735753','-38.558441','R$ 42.90'
'-3.723705','-38.541582','R$ 40.90'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.723875','-38.567249','R$ 57.80'
'-3.7593379','-38.5699236','R$ 70.70'
'-3.724317','-38.548511','R$ 26.89'
'-3.742845','-38.530627','R$ 41.20'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.735753','-38.558441','R$ 30.89'
'-3.730563','-38.547759','R$ 50.80'
'-3.743927','-38.541977','R$ 71.60'
'-3.731911','-38.576533','R$ 34.79'
'-3.741162','-38.534123','R$ 61.40'
'-3.72855','-38.5621099','R$ 36.90'
'-3.73928','-38.562287','R$ 148.20'
'-3.742845','-38.530627','R$ 52.70'
'-3.728131','-38.561952','R$ 29.89'
'-3.746735','-38.540449','R$ 26.89'
'-3.7485387','-38.5579467','R$ 21.40'
'-3.748972','-38.562417','R$ 83.00'
'-3.736204','-38.558439','R$ 51.20'
'-3.731217','-38.570819','R$ 51.90'
'-3.731911','-38.576533','R$ 29.79'
'-3.723894','-38.549495','R$ 38.90'
'-3.7485387','-38.5579467','R$ 30.80'
'-3.746735','-38.540449','R$ 26.89'
'-3.731911','-38.576533','R$ 34.79'
'-3.735753','-38.558441','R$ 35.80'
'-3.7485387','-38.5579467','R$ 20.90'
'-3.746419','-38.558814','R$ 29.89'
'-3.723042','-38.56206','R$ 60.70'
'-3.741186','-38.555902','R$ 52.80'
'-3.7303','-38.560955','R$ 43.80'
'-3.741162','-38.534123','R$ 61.40'
'-3.758777','-38.545509','R$ 36.80'
'-3.7485387','-38.5579467','R$ 34.80'
'-3.743927','-38.541977','R$ 77.70'
'-3.723042','-38.56206','R$ 57.70'
'-3.748901','-38.550991','R$ 71.70'
'-3.735753','-38.558441','R$ 30.89'
